sola;izb0;izb1;izb2;izb3;izb4;izb5;izb6;izb7;izb8;izb9;izb10;izb11;izb12;izb13;izb14;izb15;izb16;izb17;izb18;izb19;izb20;izb21;izb22;izb23;izb24;izb25;izb26;izb27;izb28;izb29;izb30;izb31;izb32;izb33;izb34;izb35;izb36;izb37;izb38;izb39;izb40;izb41;izb42;izb43;izb44;izb45;izb46;izb47;izb48;izb49;izb50;izb51;izb52;izb53;izb54;izb55;izb56;izb57;izb58;izb59;izb60;izb61;izb62;izb63;izb64;izb65;izb66;izb67;izb68;izb69;izb70;izb71;izb72;izb73;izb74;izb75;izb76;izb77;izb78;izb79;izb80;izb81;izb82;izb83;izb84;izb85;izb86;izb87;izb88;izb89;izb90;izb91;izb92;izb93;izb94;izb95;izb96;izb97;izb98;izb99;izb100;izb101;izb102;izb103;izb104;izb105;izb106;izb107;izb108;izb109;izb110;izb111;izb112;izb113;izb114;izb115;izb116;izb117;izb118;izb119
Osnovna šola Tržiè;0;0;0;0.01140215716486903;0.004006163328197226;0.004622496147919877;0;0;0;0;0;0;0;0.005546995377503852;0;0;0;0.008936825885978428;0;0.004622496147919877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007087827426810477;0;0;0;0.002465331278890601;0;0.0018489984591679508;0;0;0;0;0.003389830508474576;0;0;0;0;0;0.003389830508474576;0;0;0;0;0;0.005238828967642527;0;0;0.0064714946070878274;0;0;0;0;0;0;0.004930662557781202;0;0.005546995377503852;0;0.005238828967642527;0;0;0;0;0;0;0;0;0;0;0.006779661016949152;0;0;0;0.002773497688751926;0;0;0;0;0;0;0;0;0;0.0018489984591679508;0;0;0;0.004314329738058551;0.007087827426810477;0.004930662557781202;0;0;0;0.0064714946070878274;0;0;0;0.0006163328197226503;0;0.005855161787365178;0;0;0;0;0;0;0
III. osnovna šola Celje;0;0;0;0.0064400715563506265;0;0;0;0;0;0;0;0;0.0025044722719141325;0.004651162790697674;0;0;0;0;0;0.008228980322003579;0;0;0;0;0;0;0;0;0.005008944543828265;0;0.004293381037567084;0;0;0;0.0032200357781753132;0;0;0;0;0;0.008586762075134168;0;0;0.004651162790697674;0;0.0035778175313059034;0;0;0.005366726296958855;0;0.005724508050089445;0.004293381037567084;0;0;0;0;0;0.0032200357781753132;0.003935599284436494;0.005366726296958855;0.005008944543828265;0;0;0.005008944543828265;0;0;0;0.008228980322003579;0.004651162790697674;0;0;0;0;0;0;0.0035778175313059034;0;0.007871198568872988;0;0;0.004651162790697674;0;0.0064400715563506265;0.0035778175313059034;0;0;0.005008944543828265;0;0.002146690518783542;0;0;0;0.0032200357781753132;0;0;0;0.004293381037567084;0;0.0025044722719141325;0;0.007871198568872988;0.0064400715563506265;0.007871198568872988;0.003935599284436494;0;0.0032200357781753132;0.0035778175313059034;0;0;0;0.007871198568872988;0;0.008228980322003579;0;0;0;0.004651162790697674;0;0;0
Osnovna šola Šempeter v Savinjski dolini;0;0;0;0.00794392523364486;0;0.00794392523364486;0;0;0;0;0;0;0;0.007476635514018692;0;0;0;0;0.005607476635514018;0.008411214953271028;0;0;0;0;0;0;0;0;0.004672897196261682;0;0;0;0;0;0.004205607476635514;0;0.019158878504672898;0;0;0;0.005607476635514018;0;0;0;0;0.0009345794392523365;0;0;0.0065420560747663555;0;0;0.0065420560747663555;0;0;0;0;0;0.006074766355140187;0;0;0.009813084112149532;0;0;0.0051401869158878505;0;0.0051401869158878505;0;0.009813084112149532;0;0;0;0.011682242990654205;0.0009345794392523365;0;0;0;0.007009345794392523;0.0032710280373831778;0;0;0.0051401869158878505;0;0.005607476635514018;0.006074766355140187;0.004672897196261682;0;0.0065420560747663555;0;0;0;0;0;0;0;0.004205607476635514;0;0.004672897196261682;0;0;0;0;0.006074766355140187;0;0;0;0;0.004205607476635514;0;0.008878504672897197;0;0.0051401869158878505;0;0.006074766355140187;0.007476635514018692;0;0;0;0;0;0
Osnovna šola Spodnja Šiška;0;0;0;0.002011263073209976;0;0.0028157683024939663;0;0;0;0;0;0.0028157683024939663;0;0;0;0;0;0;0;0.0056315366049879325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006436041834271922;0;0;0;0;0;0.004827031375703942;0;0;0;0;0.006436041834271922;0;0;0.0056315366049879325;0;0;0;0;0;0;0;0.003218020917135961;0.007642799678197908;0;0;0.008849557522123894;0;0;0.006033789219629927;0;0;0;0.01166532582461786;0;0;0;0;0.007240547063555913;0;0;0;0;0.0028157683024939663;0;0;0.0012067578439259854;0;0.004022526146419952;0;0;0;0.004827031375703942;0;0;0;0;0.002011263073209976;0;0;0;0;0.006033789219629927;0;0;0;0;0.006838294448913918;0;0;0;0.008447304907481898;0.0028157683024939663;0;0;0;0.004022526146419952;0.0028157683024939663;0.007642799678197908;0;0;0;0.005229283990345938;0;0;0.003218020917135961
Osnovna šola Sava Kladnika Sevnica;0;0;0;0.0038980022738346596;0.0022738346597368847;0;0;0.002436251421146662;0;0;0;0;0.0014617508526879974;0;0;0;0;0;0.0011369173298684423;0.0022738346597368847;0;0;0;0;0;0.0011369173298684423;0.002436251421146662;0;0;0;0;0;0;0;0.00324833522819555;0;0;0;0;0;0.004710086080883547;0;0;0.0019490011369173298;0;0.004872502842293324;0;0;0;0.0014617508526879974;0;0.003573168751015105;0;0.0021114178983271076;0;0;0;0.004060419035244438;0;0;0.006983920740620432;0;0;0.00584700341075199;0;0;0;0.01867792756212441;0.004710086080883547;0;0;0.005034919603703102;0.004060419035244438;0;0;0;0;0.0025986681825564397;0;0.0038980022738346596;0;0;0;0.0030859184667857724;0;0.0034107519896053274;0.0014617508526879974;0;0.0009745005684586649;0;0;0;0;0;0;0;0.0030859184667857724;0;0.002923501705375995;0;0;0.005684586649342212;0;0;0;0;0.0051973363651128795;0.0027610849439662173;0;0;0.004222835796654215;0;0.006171836933571545;0.002923501705375995;0;0;0.0021114178983271076;0;0;0
Osnovna šola Antona Žnideršièa Ilirska Bistrica;0;0;0.002508361204013378;0.005016722408026756;0.015050167224080268;0;0;0;0;0;0;0;0.002508361204013378;0;0;0;0;0.004180602006688963;0.003762541806020067;0.005434782608695652;0;0;0;0;0;0;0.006270903010033445;0;0;0;0.006270903010033445;0.005016722408026756;0;0;0.0112876254180602;0;0;0;0;0;0.0020903010033444815;0;0;0;0;0.00794314381270903;0.00919732441471572;0;0;0;0;0.0016722408026755853;0;0;0.0004180602006688963;0;0;0.010451505016722408;0.003762541806020067;0;0.008779264214046822;0;0.003762541806020067;0.008361204013377926;0;0;0;0.005016722408026756;0;0;0;0;0.00459866220735786;0;0;0.001254180602006689;0.007107023411371237;0.002926421404682274;0;0.003762541806020067;0;0;0.01254180602006689;0.007107023411371237;0;0;0.001254180602006689;0;0;0;0;0;0;0;0.00919732441471572;0.002926421404682274;0.007525083612040134;0;0.00794314381270903;0;0.005016722408026756;0.002926421404682274;0.006688963210702341;0.002508361204013378;0;0;0.006270903010033445;0;0;0;0.0033444816053511705;0;0.0033444816053511705;0.007525083612040134;0;0;0.006270903010033445;0;0;0
Osnovna šola Cvetka Golarja Škofja Loka;0;0;0.0013838436256702993;0.007265179034769071;0;0.003286628610966961;0;0;0;0.0027676872513405985;0;0.0013838436256702993;0;0.0017298045320878741;0;0;0;0;0.0031136481577581734;0.005881335409098772;0;0;0;0;0.0015568240788790867;0;0.0017298045320878741;0;0.0034596090641757483;0;0;0.002594706798131811;0;0;0.004497491783428472;0;0;0;0.0027676872513405985;0;0.006746237675142709;0;0;0;0;0;0.007611139941186646;0;0;0;0;0.002594706798131811;0;0;0;0;0;0.0027676872513405985;0;0.0036325895173845357;0.0039785504238021106;0;0;0.0034596090641757483;0.0020757654385054488;0;0;0.01072478809894482;0.0031136481577581734;0;0;0.00536239404947241;0.0036325895173845357;0;0;0;0.0024217263449230237;0.0020757654385054488;0;0.0024217263449230237;0;0;0.0069192181283514965;0.007957100847604221;0;0;0.0027676872513405985;0;0;0;0;0.0006919218128351496;0;0;0.005881335409098772;0.005881335409098772;0.0015568240788790867;0;0;0;0;0.004843452689846047;0;0;0;0;0.002940667704549386;0;0;0;0.0013838436256702993;0;0.0034596090641757483;0.004843452689846047;0;0;0.003286628610966961;0;0;0.0012108631724615118
Osnovna šola Cerkno;0;0;0;0.0026325686348251222;0.0026325686348251222;0.0045129748025573525;0;0;0;0;0;0.00188040616773223;0.00188040616773223;0.004136893569010906;0;0;0;0;0;0.007145543437382475;0;0;0;0;0;0;0;0;0.0026325686348251222;0;0;0;0;0;0.0045129748025573525;0;0;0;0;0;0.0052651372696502444;0;0;0;0;0.003008649868371568;0;0;0;0;0;0;0;0;0;0;0;0.004889056036103798;0;0.006393380970289583;0.0052651372696502444;0;0;0.00188040616773223;0.0045129748025573525;0;0;0.004889056036103798;0;0;0;0;0;0;0;0;0.006769462203836028;0.00376081233546446;0;0;0;0;0.006017299736743136;0.010154193305754042;0;0;0.003384731101918014;0;0.001504324934185784;0;0;0.0022564874012786762;0;0;0;0;0.004136893569010906;0;0.003008649868371568;0;0;0.005641218503196691;0.00752162467092892;0;0;0;0.008273787138021812;0;0;0;0.006017299736743136;0.008273787138021812;0.006393380970289583;0.007145543437382475;0;0;0.003384731101918014;0;0;0.0045129748025573525
Osnovna šola Sveti Jurij ;0;0;0;0.003205128205128205;0.009081196581196582;0.0037393162393162395;0.0037393162393162395;0;0;0;0;0;0;0;0;0;0;0;0.004807692307692308;0;0;0.004807692307692308;0;0;0;0;0.009615384615384616;0;0;0;0;0;0;0.005341880341880342;0.005876068376068376;0.00641025641025641;0;0;0;0;0;0;0.002670940170940171;0;0.005341880341880342;0;0;0;0.002670940170940171;0;0;0;0;0;0;0;0.009081196581196582;0.005341880341880342;0;0;0.008012820512820512;0;0;0.010683760683760684;0;0;0;0.008012820512820512;0;0;0;0;0.002670940170940171;0;0;0;0.004273504273504274;0.00641025641025641;0;0;0.007478632478632479;0;0.004273504273504274;0;0.004273504273504274;0;0;0;0;0;0;0;0.009081196581196582;0;0;0;0.00641025641025641;0;0;0;0;0.009615384615384616;0;0;0;0.005341880341880342;0.002670940170940171;0;0;0;0;0.008547008547008548;0.007478632478632479;0;0;0;0.0037393162393162395;0;0;0
Osnovna šola Dobje;0;0;0;0.01004566210045662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0073059360730593605;0;0;0;0;0;0.006392694063926941;0.011872146118721462;0;0;0;0;0;0;0;0.00821917808219178;0;0;0;0;0;0.006392694063926941;0;0.0036529680365296802;0.006392694063926941;0.006392694063926941;0;0.0091324200913242;0;0.00821917808219178;0.0073059360730593605;0;0;0;0;0;0;0;0.01004566210045662;0;0;0.026484018264840183;0;0.00821917808219178;0;0;0;0.0045662100456621;0.02009132420091324;0.005479452054794521;0;0;0;0.0073059360730593605;0;0;0;0;0.012785388127853882;0;0;0.006392694063926941;0;0.006392694063926941;0.006392694063926941;0;0;0.0027397260273972603;0;0;0;0;0;0.006392694063926941;0;0.023744292237442923;0.0136986301369863;0.0073059360730593605;0;0;0;0;0;0;0;0;0.005479452054794521;0.0036529680365296802;0;0;0;0.006392694063926941;0;0.023744292237442923;0;0;0;0;0;0;0
Osnovna šola Dušana Flisa Hoèe;0;0;0;0.0044994375703037125;0;0.00140607424071991;0;0;0;0;0.00281214848143982;0;0;0;0.007311586051743532;0.000843644544431946;0;0;0.003374578177727784;0.0044994375703037125;0;0;0;0;0;0;0.003093363329583802;0;0;0;0;0;0;0;0.003093363329583802;0;0;0;0;0;0.001687289088863892;0;0;0;0;0.00140607424071991;0;0;0.004780652418447694;0;0;0;0;0.001968503937007874;0;0;0.013217097862767153;0.00421822272215973;0;0;0.013498312710911136;0;0;0.006749156355455568;0;0;0;0.009280089988751405;0;0;0;0;0.000843644544431946;0;0;0;0.0022497187851518562;0.001687289088863892;0;0;0;0;0.004780652418447694;0;0.01265466816647919;0.0022497187851518562;0.003093363329583802;0;0;0.002530933633295838;0;0;0;0;0.0044994375703037125;0;0;0;0;0;0;0.003655793025871766;0;0;0;0;0.007592800899887514;0;0;0;0.003374578177727784;0.00703037120359955;0.014623172103487065;0;0;0;0.00281214848143982;0;0;0
Osnovna šola Šmihel ;0;0;0;0.006810035842293907;0;0.003942652329749104;0;0;0;0;0;0;0;0.005017921146953405;0;0;0;0;0;0.0035842293906810036;0;0;0;0;0;0;0;0;0.011111111111111112;0;0;0;0;0;0.012544802867383513;0;0;0;0;0;0.0025089605734767025;0;0.004659498207885305;0;0;0.005734767025089606;0;0;0.0035842293906810036;0;0;0.002867383512544803;0;0;0;0;0;0.005017921146953405;0;0.0017921146953405018;0.01039426523297491;0;0;0.002867383512544803;0;0;0;0.005017921146953405;0.0032258064516129032;0;0;0.0025089605734767025;0.004659498207885305;0;0;0;0;0.008602150537634409;0;0.002867383512544803;0;0;0.00967741935483871;0;0;0;0.007526881720430108;0;0;0;0;0;0;0;0;0.01003584229390681;0.0032258064516129032;0;0;0;0;0.003942652329749104;0;0;0;0;0.005017921146953405;0;0;0;0.008602150537634409;0;0.008960573476702509;0.002150537634408602;0;0;0.0060931899641577065;0;0;0
Osnovna šola Trzin;0;0;0;0.0037509377344336083;0.005251312828207052;0.00450112528132033;0;0;0;0.0037509377344336083;0;0.002250562640660165;0;0;0;0;0;0;0;0.008252063015753939;0;0;0;0;0;0;0.002250562640660165;0;0;0;0;0;0;0;0.0033758439609902473;0;0;0;0;0;0.00450112528132033;0;0.004126031507876969;0;0.003000750187546887;0.0086271567891973;0;0;0.003000750187546887;0;0;0.0033758439609902473;0;0;0;0;0;0.00450112528132033;0;0;0.007126781695423856;0;0;0.002250562640660165;0;0;0;0.009377344336084021;0.004876219054763691;0;0;0.007126781695423856;0.002250562640660165;0;0;0;0.01387846961740435;0.0037509377344336083;0;0;0;0;0.00450112528132033;0;0;0;0.0033758439609902473;0;0;0;0;0.0037509377344336083;0.002625656414103526;0;0.002250562640660165;0;0.002625656414103526;0;0;0;0;0.006001500375093774;0;0;0;0;0.00450112528132033;0;0;0;0.003000750187546887;0;0.00900225056264066;0.005251312828207052;0;0;0.0033758439609902473;0;0;0.005626406601650412
Osnovna šola Kobilje;0;0;0;0.018461538461538463;0;0;0.021538461538461538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03076923076923077;0;0;0;0;0;0;0;0;0;0;0;0;0.006153846153846154;0.024615384615384615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.024615384615384615;0;0;0.018461538461538463;0;0;0;0;0;0;0.015384615384615385;0;0;0;0;0;0;0;0;0;0.027692307692307693;0;0;0;0;0.012307692307692308;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006153846153846154;0.003076923076923077;0;0;0;0.003076923076923077;0;0;0;0;0.015384615384615385;0;0;0;0;0;0.046153846153846156;0;0;0;0;0;0;0
Osnovna šola Šentvid;0;0;0.006009615384615385;0.002003205128205128;0;0.0028044871794871795;0;0;0;0;0.006009615384615385;0.003605769230769231;0;0;0;0.002003205128205128;0;0;0;0.007612179487179487;0;0;0;0;0;0;0;0;0.009615384615384616;0;0;0;0;0;0.005208333333333333;0;0;0;0;0;0.002003205128205128;0.001201923076923077;0.004807692307692308;0;0;0.005208333333333333;0.0016025641025641025;0;0.004407051282051282;0;0;0;0;0;0;0;0;0.005208333333333333;0;0;0.011618589743589744;0;0.002003205128205128;0.00641025641025641;0.006009615384615385;0;0;0.03365384615384615;0;0;0;0;0.004006410256410256;0;0;0;0;0.0028044871794871795;0.003605769230769231;0;0;0;0.008012820512820512;0.003205128205128205;0;0;0.005608974358974359;0;0;0.0016025641025641025;0;0.002403846153846154;0;0;0.005208333333333333;0;0.005608974358974359;0;0;0;0;0;0;0;0;0;0.003605769230769231;0;0;0;0.007612179487179487;0;0.01201923076923077;0.004807692307692308;0;0;0.004807692307692308;0;0;0.002403846153846154
Osnovna šola Miklavž pri Ormožu;0;0;0.008805723720418272;0.003852504127682994;0.006053935057787562;0;0.007154650522839846;0;0;0;0;0;0;0;0;0;0;0;0.009356081452944413;0;0;0.004402861860209136;0;0;0;0;0;0;0;0;0.003852504127682994;0;0.00825536598789213;0;0.014859658778205834;0.007705008255365988;0;0;0;0;0.012107870115575124;0;0;0;0;0.003852504127682994;0;0;0;0;0;0.009356081452944413;0;0;0;0;0;0;0;0;0.01375894331315355;0;0.00550357732526142;0.008805723720418272;0;0;0;0.009356081452944413;0.012107870115575124;0;0;0;0;0;0;0;0.009356081452944413;0.006053935057787562;0.00550357732526142;0;0.009356081452944413;0;0.00825536598789213;0;0;0;0;0;0;0;0;0;0.011557512383048982;0;0;0;0.009356081452944413;0;0;0;0;0.007154650522839846;0;0;0;0.011557512383048982;0.007154650522839846;0;0;0;0;0;0.012658227848101266;0;0;0;0.008805723720418272;0;0;0
Osnovna šola Stara Cerkev;0;0;0;0.0034467901766479965;0.0025850926324859974;0.004308487720809996;0;0;0;0;0;0.007755277897457992;0;0;0;0;0;0;0;0.004308487720809996;0;0;0;0.0034467901766479965;0;0;0;0;0;0;0;0;0;0;0.004308487720809996;0;0;0;0;0;0.015079707022834985;0;0;0;0.0034467901766479965;0.012494614390348987;0;0;0.003877638948728996;0;0.004739336492890996;0.01120206807410599;0.003877638948728996;0;0;0;0;0.006031882809133994;0;0;0.007755277897457992;0;0;0.005601034037052995;0.003877638948728996;0;0;0.013356311934510987;0.01034037052994399;0;0;0;0.004739336492890996;0;0;0;0;0.006462731581214994;0.005601034037052995;0.006462731581214994;0;0.005170185264971995;0;0.004739336492890996;0;0;0.002154243860404998;0;0;0;0;0;0.006031882809133994;0;0;0;0.004308487720809996;0.004739336492890996;0;0;0;0.010771219302024989;0;0;0;0.007755277897457992;0.008616975441619991;0;0;0;0.003877638948728996;0;0.007324429125376993;0.00904782421370099;0;0;0.006893580353295993;0.002154243860404998;0;0.002154243860404998
Osnovna šola Žetale;0;0;0;0;0;0.008247422680412371;0.009278350515463918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012371134020618556;0;0;0.01443298969072165;0;0.003092783505154639;0;0;0;0;0;0;0;0.009278350515463918;0.010309278350515464;0;0;0;0;0.007216494845360825;0;0.008247422680412371;0.007216494845360825;0;0.01134020618556701;0;0;0.015463917525773196;0;0;0;0;0.012371134020618556;0;0;0;0.009278350515463918;0;0;0.013402061855670102;0;0;0;0;0;0;0.01134020618556701;0;0;0;0;0.012371134020618556;0;0;0;0;0.012371134020618556;0;0;0.006185567010309278;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01752577319587629;0;0.009278350515463918;0;0;0;0;0.01134020618556701;0;0;0;0.013402061855670102;0.007216494845360825;0;0;0;0;0;0.012371134020618556;0;0;0;0;0;0;0
Osnovna šola Prežihovega Voranca Bistrica;0;0;0;0.015108593012275733;0;0;0.004721435316336166;0;0;0.0056657223796034;0;0;0;0;0;0;0;0;0.01794145420207743;0;0;0.0084985835694051;0;0;0;0;0.016052880075542966;0;0;0;0;0;0;0;0;0.0066100094428706326;0;0;0;0;0;0;0;0;0;0.0113314447592068;0;0;0.007554296506137866;0;0;0;0;0.004721435316336166;0;0;0.004721435316336166;0.0113314447592068;0;0;0.012275731822474031;0;0;0.0056657223796034;0;0;0;0.0084985835694051;0;0;0;0;0.013220018885741265;0;0;0.016052880075542966;0.0113314447592068;0.013220018885741265;0;0;0.0056657223796034;0;0;0.013220018885741265;0;0;0;0;0;0;0;0;0;0;0;0;0.0066100094428706326;0;0;0;0;0.016052880075542966;0;0;0.007554296506137866;0.003777148253068933;0.013220018885741265;0;0;0.004721435316336166;0.007554296506137866;0;0.010387157695939566;0.028328611898016998;0;0;0.0056657223796034;0;0;0
Osnovna šola Borisa Kidrièa Maribor;0;0;0;0.015438596491228071;0;0;0;0.013333333333333334;0;0.009824561403508772;0;0.004912280701754386;0;0;0;0;0;0;0;0.02245614035087719;0;0;0;0;0;0;0;0;0.008421052631578947;0;0;0;0;0;0.007017543859649123;0;0;0;0;0;0;0;0.0035087719298245615;0;0;0.010526315789473684;0;0;0;0;0.00631578947368421;0;0;0.005614035087719298;0;0;0.005614035087719298;0;0;0;0.016140350877192983;0;0;0.016140350877192983;0;0;0;0.009824561403508772;0.00631578947368421;0;0;0;0.008421052631578947;0;0;0;0.01263157894736842;0;0;0;0;0;0.014736842105263158;0.017543859649122806;0;0;0.009122807017543859;0;0;0;0;0;0.010526315789473684;0;0;0;0;0.009122807017543859;0;0.00631578947368421;0.011228070175438596;0.00631578947368421;0;0;0;0.01263157894736842;0.0077192982456140355;0;0;0;0.02175438596491228;0;0.020350877192982456;0.016842105263157894;0;0.007017543859649123;0.010526315789473684;0;0;0
Osnovna šola Šalovci;0;0;0;0.009943181818181818;0;0.007102272727272727;0.009943181818181818;0;0;0;0;0;0;0;0;0;0;0;0.009943181818181818;0.018465909090909092;0;0.011363636363636364;0;0;0;0;0;0;0;0;0;0;0;0;0.005681818181818182;0.007102272727272727;0;0;0;0;0;0;0.014204545454545454;0;0;0.01278409090909091;0;0;0.008522727272727272;0;0;0;0;0.007102272727272727;0;0;0;0.015625;0;0;0.02130681818181818;0;0;0;0;0;0;0.008522727272727272;0;0;0;0.008522727272727272;0.017045454545454544;0;0;0;0.01278409090909091;0.009943181818181818;0;0;0;0;0.014204545454545454;0;0;0;0.015625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01278409090909091;0;0;0;0;0.011363636363636364;0.007102272727272727;0;0;0;0;0;0;0
Osnovna šola Šmarje pri Kopru;0;0;0;0.01601164483260553;0;0.004366812227074236;0;0.005094614264919942;0;0;0;0.010917030567685589;0;0;0;0;0;0.01601164483260553;0;0;0;0;0;0.00363901018922853;0;0;0;0;0.008733624454148471;0;0.008733624454148471;0;0;0;0;0;0;0;0;0;0;0;0;0.012372634643377001;0.009461426491994178;0.008005822416302766;0;0;0.005094614264919942;0;0;0;0;0;0;0;0;0.020378457059679767;0.010917030567685589;0;0.008733624454148471;0;0;0;0;0;0;0.010917030567685589;0;0;0;0;0;0;0;0;0;0;0;0;0.006550218340611353;0;0.013100436681222707;0;0;0;0;0;0;0;0;0.00363901018922853;0;0;0;0;0.002183406113537118;0.002911208151382824;0;0;0.004366812227074236;0.016739446870451237;0.005822416302765648;0.008733624454148471;0;0.008005822416302766;0.019650655021834062;0;0;0;0;0;0.004366812227074236;0;0;0;0.010917030567685589;0;0;0.002911208151382824
Osnovna šola Tonèke Èeè Trbovlje;0.0024429967426710096;0;0;0.005293159609120521;0;0;0;0;0;0;0;0;0;0.0061074918566775245;0;0;0;0;0.0036644951140065146;0.0036644951140065146;0;0;0;0.004071661237785016;0;0;0;0;0;0;0;0;0;0;0.010993485342019544;0;0;0;0;0;0;0;0;0;0.0036644951140065146;0.006921824104234527;0.004885993485342019;0;0.012622149837133551;0;0;0;0;0.008957654723127036;0.0028501628664495114;0;0;0.006921824104234527;0;0.0036644951140065146;0.005293159609120521;0;0;0.007736156351791531;0;0;0;0.009364820846905538;0;0;0;0.004071661237785016;0.0024429967426710096;0;0;0;0;0.008550488599348535;0;0;0.0036644951140065146;0;0.005700325732899023;0.008957654723127036;0;0;0.004478827361563518;0;0;0;0;0;0;0;0.0028501628664495114;0.0028501628664495114;0.0061074918566775245;0.004071661237785016;0;0;0.007736156351791531;0.007328990228013029;0;0;0;0;0.0061074918566775245;0;0;0;0.0061074918566775245;0;0.004478827361563518;0.0036644951140065146;0;0;0;0;0;0
Osnovna šola Breg ;0;0;0;0.00530035335689046;0;0.003975265017667844;0;0.007067137809187279;0;0;0;0;0;0.0035335689045936395;0;0;0;0.00441696113074205;0;0.010159010600706713;0;0;0;0.006183745583038869;0;0;0;0;0.006183745583038869;0;0;0;0;0;0.0035335689045936395;0;0;0;0.005742049469964664;0;0.00530035335689046;0;0;0;0.0030918727915194345;0.00265017667844523;0;0.006183745583038869;0.0035335689045936395;0;0.00441696113074205;0.0030918727915194345;0.006183745583038869;0;0;0;0;0.012367491166077738;0;0;0.0066254416961130744;0;0;0.00441696113074205;0;0;0;0.006183745583038869;0;0;0;0;0.0035335689045936395;0;0;0;0.003975265017667844;0.0035335689045936395;0;0;0;0;0.007067137809187279;0;0.00265017667844523;0;0.009717314487632508;0;0;0;0;0;0;0;0.0035335689045936395;0;0.006183745583038869;0.007508833922261484;0;0;0.003975265017667844;0.009275618374558304;0;0;0;0;0.0030918727915194345;0;0;0;0.004858657243816254;0.00441696113074205;0.006183745583038869;0;0;0;0.0088339222614841;0.0030918727915194345;0;0
Osnovna šola Muta;0;0;0;0.003451251078515962;0;0;0.0060396893874029335;0.0030198446937014668;0;0;0;0;0;0;0;0;0;0;0.004314063848144953;0.010785159620362382;0;0.0060396893874029335;0;0;0;0;0.0030198446937014668;0;0;0;0;0;0;0;0.0025884383088869713;0.003451251078515962;0;0;0;0;0.006902502157031924;0;0;0;0;0.003882657463330457;0;0;0.001725625539257981;0;0;0.003882657463330457;0;0;0;0;0;0.0025884383088869713;0;0;0.00992234685073339;0;0;0;0.004314063848144953;0;0;0.006902502157031924;0.003451251078515962;0;0;0;0.004314063848144953;0;0;0;0;0.0025884383088869713;0;0;0.0025884383088869713;0;0.003451251078515962;0.0025884383088869713;0;0;0.0064710957722174285;0;0;0;0;0;0.0064710957722174285;0;0.0030198446937014668;0.0030198446937014668;0;0;0;0;0;0.0060396893874029335;0;0;0;0.0064710957722174285;0.004314063848144953;0;0;0;0.003451251078515962;0;0.010785159620362382;0;0;0;0.00819672131147541;0;0;0
